UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
207351,"R",5691481,"R",23378054,"R",1894775,"R",25272829,"R",30964310,"R",2329638,"R",1186246,"R",2270845,"R",3457091,"R",8371001,"R",7035787,"R",15406788,"R",18863879,"R",5537207,"R",13683622,"R",2256362,"R",0,"R",-7047122,"R",8892862,"R",361163,"R",12617954,"R",37519971,"R",6771951,"R",1036962,"R",58308001,"R",34929947,"Z",0,"Z",0,"R",28287202,"R",25348612,"R",2938590,"R",5957524,"R",-3252,"R",8892862,"R",7344493,"R",721679,"R",172050,"R",907405,"Z",0,"R",907405,"R",2575712,"Z",0,"Z",0,"Z",0,"R",996620,"R",12717959,"Z",0,"R",6028412,"Z",0,"R",6574692,"R",283935,"Z",0,"R",345077,"R",44443,"R",891175,"R",14167734,"R",26885693,"R",1216647,"R",15189,"Z",0,"R",169673,"R",1401509,"R",28287202,"R",6857357,"R",3108874,"Z",0,"Z",0,"R",483824,"R",315541,"R",1594917,"R",397559,"R",3762547,"R",1553083,"R",2302046,"R",1068272,"R",5384951,"R",4679776,"R",423525,"Z",0,"Z",0,"Z",0,"Z",0,"R",283194,"R",282437,"R",25348612,"R",7149291,"R",2920986,"R",3053847,"R",1793997,"R",344127,"R",10086364,1 ,"R",3727,"R",6366270,"R",4693458,"R",2123433,1 ,"R",-64659,"R",588130,"R",738526,"R",170193,"R",2690268,"R",3453067,"R",330999,"Z",0,"R",580475,"R",5390142,"R",12444951,"R",6707000,"R",353000,"R",7060000,"R",5384951,"R",1526184,"R",1449875,"R",76309,"R",1958919,"R",1860973,"R",97946,"R",187775,"R",178386,"R",9389,"R",0,"Z",0,"Z",0,"R",329302,"R",312837,"R",16465,"R",3057820,"R",2904929,"R",152891,1 ,"R",8089408,"R",8330393,"R",240985,"R",219084,"R",21901,"R",0,"R",0,"R",2838899,"R",30535123,"R",4575668,"R",34793874,"R",17355527,"R",9683278,"R",27696224
207388,"R",320575597,"R",1766505349,"R",141588223,"R",1908093572,"R",2228669169,"R",82904161,"R",34686496,"R",104657388,"R",139343884,"R",660170000,"R",389966146,"R",1050136146,"R",1189480030,"R",174822416,"R",970954955,"R",73018698,"R",680742,"R",-97383511,"R",947270884,"R",164617636,"R",190282208,"R",2145993127,"R",328730951,"R",45664901,"R",2875288823,"R",1118140514,"R",9357040,"Z",0,"R",951840287,"R",911099470,"R",40740817,"R",906572135,"R",-42068,"R",947270884,"R",273118006,"R",91563137,"R",22721176,"R",32691247,"R",0,"R",32691247,"R",191590447,"R",0,"R",12456929,"R",0,"R",13832289,"R",637973231,"R",0,"R",168209133,"R",0,"R",71979698,"R",11327622,"R",0,"R",30000188,"R",-6302848,"R",0,"R",275213793,"R",913187024,"R",5925071,"R",18743992,"R",1811,"R",13982389,"R",38653263,"R",951840287,"R",234245794,"R",131847706,"R",143626743,"R",70931434,"R",69192168,"R",34894800,"R",87541951,"R",31844577,"R",29002533,"R",17244930,"R",19593798,"R",9547367,"R",62998234,"R",254754344,"R",57685964,"R",0,"R",0,"R",0,"R",0,"R",10143905,"R",9837184,"R",911099470,"R",363833962,"R",120465773,"R",71648002,"R",85681511,"R",30887565,"R",238582657,1 ,"R",10518686,"R",185695825,"R",152145406,"R",56312287,1 ,"R",-374781,"R",6644119,"R",6726127,"R",7134660,"R",25751196,"R",24161899,"R",15126257,"R",0,"R",24190267,"R",107198627,"R",196428246,"R",128624195,"R",4805817,"R",133430012,"R",62998234,"R",19805191,"R",19805191,"R",0,"R",7224980,"R",7224980,"R",0,"R",11709810,"R",11709810,"R",0,"R",0,"R",0,"R",0,"R",16005436,"R",15837436,"R",168000,"R",78684595,"R",74046778,"R",4637817,1 ,"R",528389587,"R",561195906,"R",32806319,"R",0,"R",44431712,"R",-11625393,"R",0,"R",62880711,"R",1021827602,"R",68630711,"R",2569903852,"R",1826679715,"R",844663374,"R",1051770891
207397,"R",29699705,"R",44092337,"R",3438816,"R",47531153,"R",77230858,"R",3446564,"R",590782,"R",3610181,"R",4200963,"R",0,"R",23698092,"R",23698092,"R",27899055,"R",7497194,"R",31892384,"R",3608805,"R",0,"R",9779984,"R",45281173,"R",5355943,"R",507485,"R",59988556,"R",9679938,"R",556670,"R",76088592,"R",32505593,"R",509338,"R",0,"R",42864588,"R",37721241,"R",5143347,"R",40127472,"R",10354,"R",45281173,"R",7406245,"R",1469541,"R",352183,"R",1377693,"R",0,"R",1377693,"R",4771932,"R",0,"R",0,"R",0,"R",50660,"R",15428254,"R",0,"R",11790172,"R",0,"R",12933581,"R",980323,"R",0,"R",139530,"R",29737,"R",0,"R",25873343,"R",41301597,"R",1562991,"R",0,"R",0,"R",0,"R",1562991,"R",42864588,"R",15396148,"R",8270087,"R",90014,"R",57181,"R",525,"R",0,"R",1316227,"R",303811,"R",2990908,"R",1666181,"R",3606039,"R",1014478,"R",9549137,"R",4359785,"R",1022580,"R",0,"R",0,"R",0,"R",0,"R",412458,"R",0,"R",37721241,"R",12334318,"R",5021254,"R",2863225,"R",2276887,"R",491013,"R",14734544,1 ,"R",428117,"R",11155929,"R",6783062,"R",3127962,1 ,"R",-15659,"R",315395,"R",290682,"R",318121,"R",5190160,"R",4984994,"R",937014,"R",0,"R",982901,"R",1495134,"R",13590203,"R",4041066,"R",0,"R",4041066,"R",9549137,"R",2526963,"R",2526963,"R",0,"R",137452,"R",137452,"R",0,"R",456210,"R",456210,"R",0,"R",0,"R",0,"R",0,"R",203325,"R",203325,"R",0,"R",717116,"R",717116,"R",0,1 ,"R",186232,"R",168996,"R",-17236,"R",0,"R",-9721,"R",-7515,"R",0,"R",4104827,"R",42866460,"R",4104827,"R",56399219,"R",28487776,"R",12139675,"R",38761633
207449,"R",56491904,"R",92939019,"R",32971642,"R",125910661,"R",182402565,"R",11443446,"R",2293617,"R",9134181,"R",11427798,"R",15249691,"R",33965058,"R",49214749,"R",60642547,"R",25457917,"R",81432899,"R",28758162,"R",199783,"R",-2645297,"R",107745547,"R",2937133,"R",11905575,"R",140004979,"R",37757216,"R",1691966,"R",194296869,"R",96716551,"R",0,"R",0,"R",106853027,"R",92554531,"R",14298496,"R",93674773,"R",-227722,"R",107745547,"R",26099953,"R",3669531,"R",0,"R",0,"R",0,"R",0,"R",2815349,"A",,"R",300389,"A",,"R",5061323,"R",37946545,"R",0,"R",24069488,"R",9031616,"R",31337224,"R",2591462,"R",0,"R",0,"R",248859,"R",1,"R",67278650,"R",105225195,"R",1621832,"R",6000,"R",0,"R",0,"R",1627832,"R",106853027,"R",37992130,"R",22103654,"R",0,"R",0,"R",490942,"R",10812,"R",1928125,"R",824127,"R",14122494,"R",4592890,"R",10133220,"R",5289571,"R",21685571,"R",5039641,"R",1011452,"A",,"A",,"A",,"A",,"R",1162408,"R",0,"R",92554531,"R",33832506,"R",15811167,"R",9319303,"R",6387755,"R",623037,"R",26580763,1 ,"R",590688,"R",32522914,"R",22764695,"R",11065822,1 ,"R",-426824,"R",603373,"R",2343436,"R",314902,"R",13147942,"R",11442458,"R",2400578,"R",0,"Z",0,"R",3096115,"R",30087093,"R",6901440,"R",1500082,"R",8401522,"R",21685571,"R",3994826,"R",3281555,"R",713271,"R",0,"R",0,"R",0,"R",1163700,"R",955923,"R",207777,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3242996,"R",2663962,"R",579034,1 ,"R",368284,"R",429724,"R",61440,"R",0,"R",61440,"R",0,"R",0,"R",12442945,"R",104602158,"R",14070777,"R",93674770,"R",26112865,"R",17241179,"R",92782250
207500,"R",443942000,"R",1800030000,"R",277984000,"R",2078014000,"R",2521956000,"R",92923000,"R",47559000,"R",159248000,"R",206807000,"R",1051511000,"R",374260000,"R",1425771000,"R",1632578000,"R",227650000,"R",765930000,"R",97493000,"R",89428000,"R",-198200000,"R",754651000,"R",94874000,"R",112717000,"R",2086494000,"R",670989000,"R",25629000,"R",2990703000,"R",1139887000,"R",19134000,"R",0,"R",1244550000,"R",1059834000,"R",184716000,"R",569935000,"R",0,"R",754651000,"R",379340000,"R",146843000,"R",56694000,"R",13528000,"R",0,"R",13528000,"R",224311000,"R",0,"R",0,"R",0,"R",65588000,"R",886304000,"R",0,"R",118503000,"R",0,"R",87779000,"R",14553000,"R",0,"R",49197000,"R",-5299000,"R",30264000,"R",294997000,"R",1181301000,"R",10000000,"R",5790000,"R",33876000,"R",13583000,"R",63249000,"R",1244550000,"R",344479000,"R",195527000,"R",131910000,"R",50821000,"R",77921000,"R",31740000,"R",82336000,"R",38274000,"R",53953000,"R",22700000,"R",88068000,"R",40328000,"R",76850000,"R",203323000,"R",64188000,"R",0,"R",0,"R",0,"R",0,"R",994000,"R",0,"R",1059834000,"R",443578000,"R",87850000,"R",74297000,"R",77907000,"R",22982000,"R",353220000,1 ,"R",-3664000,"R",181520000,"R",159395000,"R",65301000,1 ,"R",4658000,"R",153650000,"R",34761000,"R",18603000,"R",26105000,"R",26430000,"R",14514000,"R",0,"R",1760000,"R",148245000,"R",217054000,"R",128152000,"R",12052000,"R",140204000,"R",76850000,"R",19049000,"R",19049000,"R",0,"R",1105000,"R",1105000,"R",0,"R",10591000,"R",10591000,"R",0,"R",0,"R",0,"R",0,"R",1284000,"R",1284000,"R",0,"R",108175000,"R",96123000,"R",12052000,1 ,"R",1776652000,"R",1641827000,"R",-134825000,"R",62277000,"R",-140151000,"R",-42690000,"R",-14261000,"R",104561000,"R",1189769000,"R",159342000,"R",1040731000,"R",344715000,"R",1099070000,"R",1085208000
207564,"R",21674972,"R",52772773,"R",7362976,"R",60135749,"R",81810721,"R",5798112,"R",1816625,"R",4262224,"R",6078849,"R",0,"R",27272118,"R",27272118,"R",33350967,"R",9651294,"R",40578407,"R",7699602,"R",118745,"R",-3790182,"R",44606572,"R",5469780,"R",6393596,"R",73401920,"R",9950886,"R",2578388,"R",97794570,"R",45118443,"R",96646,"R",0,"R",51064714,"R",40087836,"R",10976878,"R",33623427,"R",6267,"R",44606572,"R",10122270,"R",3273672,"R",68312,"R",0,"R",0,"R",0,"R",6423121,"R",0,"R",0,"R",0,"R",0,"R",19887375,"R",0,"R",12197175,"R",0,"R",9768125,"R",1439952,"R",0,"R",1072217,"R",71743,"R",0,"R",24549212,"R",44436587,"R",3216737,"R",6400,"R",0,"R",3404990,"R",6628127,"R",51064714,"R",17333020,"R",7048790,"R",18518,"R",18127,"R",231653,"R",136786,"R",2134014,"R",705359,"R",3188599,"R",1304000,"R",1873005,"R",948631,"R",6387751,"R",8352703,"R",1984143,"R",0,"R",0,"R",0,"R",0,"R",568573,"R",0,"R",40087836,"R",12145836,"R",5975580,"R",4370161,"R",2466635,"R",415915,"R",14713709,1 ,"R",590585,"R",14974349,"R",8861566,"R",4383910,1 ,"R",-22012,"R",407898,"R",374797,"R",411858,"R",3631108,"R",4595680,"R",1458080,"R",0,"R",602407,"R",2403476,"R",12690751,"R",4267500,"R",2035500,"R",6303000,"R",6387751,"R",2238603,"R",2238603,"R",0,"R",732276,"R",732276,"R",0,"R",898917,"R",898917,"R",0,"R",0,"R",0,"R",0,"R",367789,"R",367789,"R",0,"R",2065415,"R",29915,"R",2035500,1 ,"R",5143753,"R",5509524,"R",365771,"R",0,"R",599895,"R",-234124,"R",0,"R",9543836,"R",51068280,"R",9543836,"R",55082592,"R",23732262,"R",11951739,"R",41524444
207661,"R",22009238,"R",65083200,"R",4555421,"R",69638621,"R",91647859,"R",5360561,"R",2990241,"R",2752550,"R",5742791,"R",37648512,"R",15541262,"R",53189774,"R",58932565,"R",11335770,"R",26465704,"R",403660,"R",0,"R",-129279,"R",26740085,"R",14325274,"R",2599596,"R",87679807,"R",11905106,"R",16000,"R",116525783,"R",52324756,"R",882173,"R",0,"R",50425791,"R",45273350,"R",5152441,"R",21587643,"R",1,"R",26740085,"R",13587052,"R",5594483,"R",276086,"R",793159,"R",0,"R",793159,"R",7681243,"R",0,"R",0,"R",0,"R",281548,"R",28213571,"R",0,"R",11685938,"R",0,"R",5807384,"R",1708708,"R",0,"R",0,"R",225779,"R",800387,"R",20228196,"R",48441767,"R",900000,"R",169987,"R",0,"R",914037,"R",1984024,"R",50425791,"R",12821468,"R",7912468,"R",62194,"R",30106,"R",1403544,"R",603526,"R",2650898,"R",1132347,"R",5117185,"R",2157126,"R",4523804,"R",2306568,"R",6172822,"R",12657089,"R",1377163,"R",0,"R",0,"R",0,"R",0,"R",-135654,"R",0,"R",45273350,"R",15519304,"R",4518855,"R",4601415,"R",3509452,"R",1227812,"R",15896512,1 ,"R",-24988,"R",15084747,"R",10066709,"R",5185001,1 ,"R",-110668,"R",-403387,"R",661811,"R",175560,"R",5638785,"R",4544595,"R",1708708,"R",0,"R",0,"R",1172584,"R",13064672,"R",6891850,"R",0,"R",6891850,"R",6172822,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6891850,"R",6891850,"R",0,1 ,"R",19156100,"R",17352706,"R",-1803394,"R",0,"R",0,"R",0,"R",-1803394,"R",3168199,"R",48441767,"R",5152441,"R",26740085,"R",26564659,"R",40638753,"R",45273350
207670,"R",43985618,"R",80267008,"R",5460280,"R",85727288,"R",129712906,"R",7156973,"R",2765678,"R",4166567,"R",6932245,"R",46424208,"R",24328961,"R",70753169,"R",77685414,"R",16735289,"R",29145529,"R",16764843,"R",0,"R",-3461196,"R",42449176,"R",3617031,"R",1316684,"R",122407634,"R",29601961,"R",636039,"R",157579349,"R",77312341,"R",0,"R",0,"R",59912804,"R",52250603,"R",7662201,"R",34786975,"R",0,"R",42449176,"R",5416749,"R",1524009,"R",592172,"R",0,"R",0,"R",0,"R",3545672,"A",,"R",0,"A",,"R",539766,"R",11618368,"R",0,"R",16869454,"R",13013429,"R",8660658,"R",1419551,"R",0,"R",1121581,"R",269797,"R",5439884,"R",46794354,"R",58412722,"R",900000,"R",0,"R",0,"R",600082,"R",1500082,"R",59912804,"R",23996972,"R",11558531,"R",0,"R",0,"R",626943,"R",300101,"R",4913175,"R",1883071,"R",6084442,"R",2134226,"R",5718319,"R",2435802,"R",1752610,"R",6095781,"R",309739,"A",,"A",,"A",,"A",,"R",3062361,"R",906660,"R",52250603,"R",19528130,"R",8154714,"R",5945675,"R",4627557,"R",1892694,"R",12101833,1 ,"R",-261139,"R",20691857,"R",16262574,"R",6761070,1 ,"R",-182288,"R",595311,"R",472715,"R",395903,"R",8422925,"R",1466112,"R",2011723,"R",0,"R",0,"R",0,"R",11900760,"R",10102045,"R",46105,"R",10148150,"R",1752610,"R",8422925,"R",8422925,"R",0,"R",228411,"R",228411,"R",0,"R",1003444,"R",1003444,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",493370,"R",447265,"R",46105,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5982271,"R",58588815,"R",7482353,"R",40311109,"R",13735736,"R",49189886,"R",52606544
207722,"R",6792021,"R",26697735,"R",348311,"R",27046046,"R",33838067,"R",2920787,"R",856200,"R",1153881,"R",2010081,"R",7780949,"R",7103847,"R",14884796,"R",16894877,"R",4718846,"R",18264475,"R",1352182,"R",357949,"R",-4829475,"R",15145131,"R",258970,"R",4120087,"R",40931741,"R",14792683,"R",536422,"R",60639903,"R",33942168,"R",0,"R",0,"R",24828640,"R",23044321,"R",1784319,"R",13360812,"R",0,"R",15145131,"R",3901250,"R",679306,"R",1001373,"Z",0,"Z",0,"Z",0,"R",4458833,"Z",0,"Z",0,"Z",0,"R",354494,"R",10395256,"R",0,"R",6163246,"R",0,"R",5272077,"R",0,"R",0,"R",0,"R",0,"R",1865124,"R",13300447,"R",23695703,"R",1013276,"R",0,"R",0,"R",119661,"R",1132937,"R",24828640,"R",7877865,"R",4783772,"R",265981,"R",136170,"R",6091,"R",0,"R",1374566,"R",444221,"R",1581664,"R",665900,"R",3666862,"R",1900259,"R",3469277,"R",4173124,"R",590627,"R",0,"Z",0,"R",0,"R",0,"R",628891,"R",0,"R",23044321,"R",8520949,"R",1278142,"R",1640808,"R",2065396,"R",284263,"R",9254763,1 ,"R",321270,"R",6833687,"R",4595310,"R",2673959,1 ,"R",23360,"R",10534,"R",123536,"R",42939,"R",2153381,"R",314523,"R",1001373,"R",0,"R",0,"R",5141096,"R",8610373,"R",3393123,"R",1747973,"R",5141096,"R",3469277,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5141096,"R",3393123,"R",1747973,1 ,"R",21740765,"R",17779264,"R",-3961501,"R",1908172,"R",1465042,"R",-7334715,"R",0,"R",-3310119,"R",26500391,"R",-2177182,"R",32924395,"R",6500699,"R",7780949,"R",30379036
207740,"R",6467735,"R",16511191,"R",218029,"R",16729220,"R",23196955,"R",2809366,"R",943228,"R",1126360,"R",2069588,"R",10690606,"R",10182353,"R",20872959,"R",22942547,"R",6475389,"R",4199641,"R",56541,"Z",0,"R",-7667797,"R",-3411615,"R",618869,"R",10984931,"R",27997097,"R",5159654,"R",448640,"R",45209191,"R",28698000,"Z",0,"Z",0,"R",24664063,"R",22193492,"R",2470571,"R",-5882186,"R",0,"R",-3411615,"R",3245951,"R",4204735,"R",1127271,"Z",0,"Z",0,"Z",0,"R",2063546,"A",,"Z",0,"A",,"R",127565,"R",10769068,"R",0,"R",5076712,"Z",0,"R",6404682,"R",490702,"Z",0,"R",0,"R",5465,"R",864079,"R",12841640,"R",23610708,"R",1053355,"Z",0,"Z",0,"R",0,"R",1053355,"R",24664063,"R",6253332,"R",2948130,"Z",0,"Z",0,"Z",0,"Z",0,"R",695977,"R",212284,"R",2229884,"R",811432,"R",3649727,"R",1031034,"R",4963352,"R",1690503,"R",75047,"A",,"A",,"A",,"A",,"R",2710717,"R",1415059,"R",22193492,"R",6492986,"R",2297516,"R",2461700,"R",1332286,"R",428805,"R",9180199,1 ,"R",140970,"R",8744872,"R",5879439,"R",2712049,1 ,"R",415,"R",662390,"R",500843,"R",97317,"R",2678167,"R",1221676,"R",489584,"Z",0,"R",2326345,"R",2094764,"R",8810536,"R",2499918,"R",1347266,"R",3847184,"R",4963352,"R",1169441,"R",759909,"R",409532,"R",533454,"R",346641,"R",186813,"R",213780,"R",138915,"R",74865,"R",1015815,"R",660081,"R",355734,"R",914694,"R",594372,"R",320322,"R",0,"R",0,"R",0,1 ,"R",1890632,"R",2104364,"R",213732,"R",0,"R",233488,"R",-20086,"R",330,"R",1608431,"R",25196007,"R",2661786,"R",-736668,"R",-2334064,"R",18119500,"R",23587576
207847,"R",22826600,"R",40216269,"R",10266668,"R",50482937,"R",73309537,"R",0,"R",2800470,"R",8660738,"R",11461208,"R",17692561,"R",423652,"R",18116213,"R",29577421,"R",517011,"R",20104419,"R",10076649,"R",0,"R",13034037,"R",43215105,"R",7791905,"R",14357482,"R",78626653,"R",20794381,"R",983676,"R",122554097,"R",82337828,"R",0,"R",0,"R",80569425,"R",80105815,"R",463610,"R",42751495,"R",0,"R",43215105,"R",30843161,"R",5727130,"R",1233558,"R",0,"R",0,"R",0,"R",2811545,"R",0,"R",0,"R",0,"R",50073,"R",40665467,"R",0,"R",14904219,"R",0,"R",15570903,"R",1620750,"R",0,"R",0,"R",70725,"R",4983629,"R",37150226,"R",77815693,"R",1216647,"R",0,"R",0,"R",1537085,"R",2753732,"R",80569425,"R",27212040,"R",14385550,"R",128286,"R",24113,"R",6442493,"R",2924435,"R",2447611,"R",1151543,"R",7129171,"R",3902127,"R",3346127,"R",2046337,"R",7287652,"R",9248436,"R",1096445,"R",0,"R",0,"R",0,"R",0,"R",16863999,"R",16611,"R",80105815,"R",25547161,"R",11028461,"R",5879101,"R",3754718,"R",632011,"R",33264363,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",6044462,"R",4158272,"R",175500,"R",0,"R",0,"R",16143723,"R",26521957,"R",18528765,"R",705540,"R",19234305,"R",7287652,"R",6044462,"R",6044462,"R",0,"R",4158272,"R",4158272,"Z",0,"R",175500,"R",175500,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",8856071,"R",8150531,"R",705540,1 ,"R",31961696,"R",30202019,"R",-1759677,"R",1158352,"R",-1292211,"R",-1625818,"R",0,"R",-3546819,"R",79242978,"R",-1425098,"R",73507448,"R",39784925,"R",26008676,"R",82661323
207865,"R",20444306,"R",74678933,"R",11459522,"R",86138455,"R",106582761,"R",0,"R",3497456,"R",5051028,"R",8548484,"R",13427946,"R",1834972,"R",15262918,"R",23811402,"R",319464,"R",57665168,"R",7473968,"R",0,"R",17312759,"R",82451895,"R",3810182,"R",3751710,"R",120137201,"R",37713251,"R",250000,"R",165662344,"R",91391450,"R",0,"R",0,"R",89589311,"R",88784190,"R",805121,"R",81658433,"R",-11659,"R",82451895,"R",25682167,"R",1898602,"R",2037971,"R",0,"R",0,"R",0,"R",6323487,"R",0,"R",0,"R",0,"R",3484094,"R",39426321,"R",0,"R",19124451,"R",777179,"R",18794079,"R",6703794,"R",0,"R",0,"R",340025,"R",0,"R",45739528,"R",85165849,"R",1216647,"R",2973293,"R",0,"R",233522,"R",4423462,"R",89589311,"R",40415356,"R",20484828,"R",693042,"R",279809,"R",1215763,"R",573871,"R",4349313,"R",1912473,"R",7282106,"R",3259811,"R",4991373,"R",2409683,"R",18590436,"R",10608290,"R",3250819,"R",0,"R",0,"R",0,"R",0,"R",638511,"R",0,"R",88784190,"R",32171294,"R",11768106,"R",10845572,"R",4710664,"R",571075,"R",28717479,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",7384748,"R",130578,"R",6703794,"R",0,"R",0,"R",20177897,"R",34397017,"R",15490449,"R",316132,"R",15806581,"R",18590436,"R",7384748,"R",7384748,"R",0,"R",130578,"R",130578,"R",0,"R",6703794,"R",6703794,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1587461,"R",1271329,"R",316132,1 ,"R",35249190,"R",39368227,"R",4119037,"R",1606540,"R",4456756,"R",0,"R",-1944259,"R",-4318087,"R",83895028,"R",793093,"R",82451526,"R",24786726,"R",15467787,"R",88213115
207935,"R",76957640,"R",81257305,"R",20984927,"R",102242232,"R",179199872,"R",26414401,"R",3365223,"R",14998236,"R",18363459,"R",19981749,"R",66640283,"R",86622032,"R",104985491,"R",42101119,"R",69696071,"R",3346282,"R",0,"R",-14514690,"R",58527663,"R",14577306,"R",2415370,"R",217573350,"R",32194228,"R",5536405,"R",272296659,"R",179468541,"R",0,"R",0,"R",169816824,"R",141174969,"R",28641855,"R",29885808,"R",0,"R",58527663,"R",12201360,"R",4860239,"R",3237122,"R",0,"R",0,"R",0,"R",4433253,"A",,"R",0,"A",,"R",4898746,"R",29630720,"R",0,"R",28894789,"R",48559721,"R",52959856,"R",0,"R",0,"R",3756236,"R",-226843,"R",340738,"R",134284497,"R",163915217,"R",2104940,"R",3796667,"R",0,"R",0,"R",5901607,"R",169816824,"R",55941922,"R",32065465,"R",0,"R",0,"R",279112,"R",85179,"R",21226878,"R",11601651,"R",11948757,"R",5495377,"R",18455603,"R",6916086,"R",25805947,"R",5891755,"R",1179925,"A",,"A",,"A",,"A",,"R",1624995,"R",0,"R",141174969,"R",57343683,"R",19270211,"R",13225466,"R",7058760,"R",801327,"R",43475522,1 ,"R",2012165,"R",64364917,"R",40733561,"R",26091959,1 ,"R",-387171,"R",2130080,"R",1164534,"R",322442,"R",18383486,"R",17391412,"R",6130890,"R",0,"R",0,"R",4923593,"R",46829381,"R",21023434,"R",0,"R",21023434,"R",25805947,"R",11577670,"R",11577670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9445764,"R",9445764,"R",0,1 ,"R",17070850,"R",13286529,"R",-3784321,"R",410973,"R",-2322199,"R",-1873095,"R",0,"R",22740248,"R",163915217,"R",28641855,"R",58527663,"R",11168408,"R",22079939,"R",141174969
