UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
178679,"R",10007721,"R",11319448,"R",0,"R",24160721,"R",867822,"R",0,"R",15623937,"R",7668962,"R",4991926,"R",2677036,"R",23292899,"R",2637664,"R",17748271,"R",5790278,"R",1124451,"R",0,"R",27300664,"R",15981216,"R",10890571,"R",12452644,"R",0,"R",-1562073,"R",24854972,"R",0,"R",23292899,"R",1025240,"R",807978,"R",0,"R",0,"R",255805,"R",1701129,"R",3790152,"R",1956934,"R",0,"R",1956934,"R",1025240,"R",1025240,"R",0,"R",27875,"R",27875,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",903819,"R",903819,"R",0,"R",4962260,"R",4962260,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",755084,"R",755084,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3679739,"R",2381829,"R",1193944,"R",103966,"R",3679739,"R",2381829,"R",1193944,"R",103966,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-1549845,"R",-1834242,"R",129451,"R",154946,"R",14517,"R",14517,"R",2881199,"R",2881199,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147617,"R",147617,"R",0,"R",0,"R",10890571,"R",9308264,"R",1323395,"R",258912,"R",0,"R",2632729,"R",-2632729,"Z",0,"R",10890571,"R",11940993,"R",-1309334,"R",258912,"R",3319962,"R",2022776,"R",0,"R",0,"R",18000,"R",0,"R",566004,"R",307565,"R",2220094,"R",1535177,"R",2956815,"R",1411041,"R",2795997,"R",471224,"R",0,"R",0,"R",0,"R",0,"R",0,"R",575772,"R",61022,"R",12452644,"R",5808805,"R",2209342,"R",1156806,"R",573464,"R",0,"R",2704227, 1,"R",4733015,"R",4991927,"R",258912,"R",103966,"R",154945,"R",0,"R",1,"R",-511651,"R",11940993,"R",-1562073,"R",24854972,"R",7517631,"R",0,"R",12452644
178697,"R",672699372,"R",104888989,"R",0,"R",787489229,"R",28676667,"R",0,"R",478651903,"R",280160659,"R",280160659,"R",0,"R",758812562,"R",7384910,"R",140603536,"R",59016208,"R",10393418,"R",0,"R",217398072,"R",112509083,"R",-5478544,"R",56073565,"R",0,"R",-61552109,"R",820364671,"R",0,"R",758812562,"R",3104397,"R",177825,"R",895580,"R",0,"R",5225984,"R",21728214,"R",31132000,"R",21728214,"R",5225984,"R",26954198,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26954198,"R",21728214,"R",5225984,"R",0,"R",0,"R",0,"R",7258763,"R",7258763,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",6188131,"R",6188131,"R",0,"R",0,"R",895580,"R",895580,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",15321184,"R",12766286,"R",0,"R",2554898,"R",15321184,"R",12766286,"R",0,"R",2554898,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-47876041,"R",-23492750,"R",0,"R",-24383291,"R",1987278,"R",1987278,"R",10746561,"R",10746561,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-5478544,"R",16349849,"Z",0,"R",-21828393,"R",0,"R",0,"Z",0,"Z",0,"R",-5478544,"R",16349849,"R",0,"R",-21828393,"R",15074484,"R",10334607,"R",0,"R",0,"R",2137006,"R",1244806,"R",480477,"R",312714,"R",2993478,"R",1612991,"R",9304507,"R",3506106,"R",5179360,"R",979826,"R",875868,"R",0,"R",0,"R",0,"R",0,"R",20028385,"R",0,"R",56073565,"R",17991050,"R",5994820,"R",7274259,"R",6759306,"R",0,"R",18054130, 1,"R",665133488,"R",586442373,"R",-78691115,"R",1777571,"R",-54668317,"R",-18184000,"R",-7616369,"R",-41225700,"R",-5478544,"R",-61552109,"R",820364671,"R",478651903,"R",0,"R",56073565
178721,"R",74965368,"R",69965168,"R",0,"R",196638780,"R",44632580,"R",23533606,"R",102903792,"R",49102408,"R",38933305,"R",10169103,"R",152006200,"R",539717,"R",105404550,"R",43419725,"R",1138942,"R",1162627,"R",151665561,"R",81700393,"R",85635678,"R",83907694,"R",0,"R",1727984,"R",150278216,"R",0,"R",152006200,"R",11838542,"R",826031,"R",0,"R",0,"R",1179862,"R",5312525,"R",19156960,"R",6392552,"R",99835,"R",6492387,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1696886,"R",1696886,"R",0,"R",4795501,"R",4695666,"R",99835,"R",60201285,"R",60201285,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13893859,"R",12550129,"R",1178492,"R",165238,"R",13893859,"R",12550129,"R",1178492,"R",165238,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-7309663,"R",-2733163,"R",-4576500,"R",0,"R",0,"R",0,"R",3241302,"R",3241302,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15608895,"R",17570027,"R",0,"R",-1961132,"R",85635678,"R",90829580,"R",-3398008,"R",-1795894,"R",0,"R",9141082,"R",-9141082,"R",0,"R",85635678,"R",99970662,"R",-12539090,"R",-1795894,"R",33599761,"R",21417423,"R",0,"R",0,"R",0,"R",0,"R",5210734,"R",2963885,"R",16567348,"R",4537713,"R",23575565,"R",8914238,"R",4154145,"R",499832,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",800141,"R",234574,"R",83907694,"R",38567665,"R",8025997,"R",3876104,"R",5552257,"R",826436,"R",27059235, 1,"R",59452835,"R",52114851,"R",-7337984,"R",165235,"R",-7367946,"R",651470,"R",-786743,"R",16062968,"R",99970662,"R",1727984,"R",150278216,"R",65481090,"R",23533606,"R",83907694
178891,"R",74416081,"R",39729435,"R",0,"R",128148792,"R",18243623,"R",0,"R",100571196,"R",9333973,"R",2740099,"R",6593874,"R",109905169,"R",2768507,"R",69681239,"R",15889141,"R",0,"R",2103953,"R",90442840,"R",50713405,"R",29753760,"R",39513383,"R",0,"R",-9759623,"R",119664792,"R",0,"R",109905169,"R",3287810,"R",4792116,"R",1255431,"R",0,"R",1666884,"R",0,"R",11002241,"R",1808284,"R",0,"R",1808284,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1808284,"R",1808284,"R",0,"R",0,"R",0,"R",0,"R",23817320,"R",23817320,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",7558440,"R",7558440,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",245725,"R",245725,"R",0,"R",0,"R",245725,"R",245725,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-7301620,"R",-7301620,"R",0,"R",0,"R",0,"R",0,"R",2697436,"R",2697436,"R",0,"R",0,"R",1594205,"R",1594205,"Z",0,"Z",0,"R",1142254,"R",1142254,"R",0,"R",0,"R",29753760,"R",29753760,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",29753760,"R",29753760,"R",0,"R",0,"R",9592195,"R",9173274,"R",0,"Z",0,"R",0,"Z",0,"R",1325139,"R",0,"R",1313479,"R",999177,"R",17536590,"R",3631967,"R",2293336,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7452644,"R",0,"R",39513383,"R",13804418,"R",0,"R",4652591,"R",3809732,"R",0,"R",17246642, 1,"R",88572221,"R",74416081,"R",-14156140,"R",138500,"R",-10982835,"R",-3311805,"R",0,"R",-7855274,"R",28115394,"R",-9759623,"R",119664792,"R",109905169,"R",0,"R",39513383
179043,"R",45308909,"R",108331353,"R",2724518,"R",176706478,"R",51611131,"R",30627797,"R",64846665,"R",60248682,"R",48986365,"R",11262317,"R",125095347,"R",5877704,"R",141930580,"R",39144695,"R",395444,"Z",0,"R",187348423,"R",79017070,"R",80114589,"R",71081141,"R",0,"R",9033448,"R",116061899,"R",0,"R",125095347,"R",2581404,"R",2676551,"R",0,"R",0,"R",2156525,"R",39916079,"R",47330559,"R",39916079,"R",0,"R",39916079,"R",2581404,"R",2581404,"R",0,"R",2674551,"R",2674551,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1338014,"R",1338014,"R",0,"R",33322110,"R",33322110,"R",0,"R",43286690,"R",43286690,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10730994,"R",10730994,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14171308,"R",1781262,"R",7158465,"R",5231581,"R",14121344,"R",1731298,"R",7158465,"R",5231581,"R",49964,"R",49964,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-4537949,"R",20309418,"R",-24678303,"R",-169064,"Z",0,"Z",0,"R",8245938,"R",8245938,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8217608,"R",8193608,"R",24000,"R",0,"R",80114589,"R",92547910,"R",-17495838,"R",5062517,"R",0,"R",18727655,"R",-18727655,"Z",0,"R",80114589,"R",111275565,"R",-36223493,"R",5062517,"R",22925929,"R",14823106,"R",0,"R",0,"R",504065,"R",274842,"R",8647759,"R",4442280,"R",7553669,"R",3813589,"R",14928138,"R",4382300,"R",10959375,"R",2200395,"R",5562206,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71081141,"R",29936512,"R",8801394,"R",6076941,"R",4136193,"R",1536713,"R",20593388, 1,"R",47062093,"R",45733174,"R",-1328919,"R",5395066,"R",-5138985,"R",-1585000,"R",0,"R",22243199,"R",90825190,"R",9033448,"R",116061899,"R",-1544280,"R",30627797,"R",71081141
179159,"R",1351238156,"R",710884027,"Z",0,"R",2653140947,"R",756846172,"R",493083782,"R",1228256294,"R",668038481,"R",395244337,"R",272794144,"R",1896294775,"R",59340585,"R",1068739912,"R",161846287,"R",17687576,"Z",0,"R",1307614360,"R",596730333,"R",857454896,"R",926368845,"R",-7774159,"R",-76688108,"R",1972982883,"R",0,"R",1896294775,"R",7595914,"R",9939136,"R",3152070,"Z",0,"R",16158017,"R",204150311,"R",240995448,"R",219987322,"R",1600633,"R",221587955,"R",0,"R",0,"R",0,"R",2387856,"R",2387856,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",15677542,"R",15648949,"R",28593,"R",203522557,"R",201950517,"R",1572040,"R",255096740,"R",255096740,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",52142306,"R",52142306,"R",0,"R",0,"R",387205,"R",387205,"Z",0,"Z",0,"R",15612,"R",15612,"Z",0,"Z",0,"R",145135491,"R",36548952,"R",95320012,"R",13266527,"R",127602802,"R",19016263,"R",95320012,"R",13266527,"R",17532689,"R",17532689,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-114283379,"R",-47153843,"R",-68183292,"R",1053756,"R",57375855,"R",57375855,"R",59333080,"R",59333080,"R",372993274,"R",372993274,"Z",0,"Z",0,"Z",0,"Z",0,"R",29258712,"R",29258712,"R",0,"R",0,"R",857454896,"R",815997893,"R",27136720,"R",14320283,"R",0,"R",3941185,"R",-3941185,"Z",0,"R",857454896,"R",819939078,"R",23195535,"R",14320283,"R",236040806,"R",150705614,"R",49908420,"R",21536495,"R",14440236,"R",5566189,"R",58725657,"R",24175114,"R",30602915,"R",12128478,"R",106685651,"R",40188978,"R",59585278,"R",12233244,"R",8659509,"R",361720373,"R",229928566,"Z",0,"Z",0,"R",0,"R",0,"R",926368845,"R",496462678,"R",102202610,"R",38703359,"R",47957024,"R",22136889,"R",218906285, 1,"R",1524491919,"R",1343808415,"R",-180683504,"R",13224693,"R",-129976385,"R",-62232300,"R",-1699512,"R",-110213915,"R",930419162,"R",-76688108,"R",1972982883,"R",1273405270,"R",493083782,"R",926368845
179265,"R",126734968,"R",127932846,"R",0,"R",280610372,"R",120605783,"R",106426825,"R",133784865,"R",26219724,"R",13772707,"R",12447017,"R",160004589,"R",2622399,"R",163260107,"R",21525423,"R",551550,"R",0,"R",187959479,"R",60026633,"R",34638183,"R",52092720,"R",-10614144,"R",-28068681,"R",188073270,"R",0,"R",160004589,"R",397099,"R",964165,"R",171145,"R",0,"R",0,"R",6627068,"R",8159477,"R",6627068,"R",0,"R",6627068,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6627068,"R",6627068,"R",0,"R",24993829,"R",24993829,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5682504,"R",5682504,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1783519,"R",1698473,"R",85046,"R",0,"R",1187793,"R",1102747,"R",85046,"R",0,"R",595726,"R",595726,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-13530082,"R",-11492838,"R",-2037244,"Z",0,"Z",0,"Z",0,"R",4631926,"R",4631926,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11076487,"R",10676487,"R",400000,"R",0,"R",34638183,"R",36190381,"R",-1552198,"Z",0,"R",0,"R",628739,"R",-628739,"Z",0,"R",34638183,"R",36819120,"R",-2180937,"R",0,"R",16965986,"R",9209040,"R",6163830,"R",2569260,"R",0,"R",0,"R",3629820,"R",1406097,"R",9016395,"R",3907055,"R",6923463,"R",3417142,"R",7207873,"R",637834,"R",1045003,"R",0,"R",0,"R",0,"R",0,"R",1140350,"R",0,"R",52092720,"R",21146428,"R",3566057,"R",2759245,"R",5169605,"R",5172789,"R",14278596, 1,"R",165339232,"R",137232750,"R",-28106482,"R",387331,"R",-14670432,"R",-9421000,"R",-4402381,"R",-24526908,"R",47924627,"R",-28068681,"R",188073270,"R",128544866,"R",106426825,"R",52092720
179317,"R",32733191,"R",625316,"R",0,"R",36965155,"R",752477,"R",0,"R",11150198,"R",25062480,"R",25062480,"R",0,"R",36212678,"R",0,"R",0,"R",1677664,"R",0,"R",0,"R",1677664,"R",1052348,"R",285803,"R",3894355,"R",0,"R",-3608552,"R",39821230,"R",0,"R",36212678,"R",0,"R",0,"R",0,"R",0,"R",575415,"R",0,"R",575415,"R",575415,"R",0,"R",575415,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",575415,"R",575415,"R",0,"R",995814,"R",995814,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1292628,"R",1145078,"R",0,"R",147550,"R",1292628,"R",1145078,"R",0,"R",147550,"R",0,"R",0,"R",0,"R",0,"R",690261,"R",690261,"R",0,"R",0,"R",-2707934,"R",-611941,"R",0,"R",-2095993,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15034,"R",902120,"R",0,"R",-887086,"R",285803,"R",3121332,"R",0,"R",-2835529,"R",0,"R",0,"Z",0,"Z",0,"R",285803,"R",3121332,"R",0,"R",-2835529,"R",1228681,"R",821650,"Z",0,"Z",0,"Z",0,"Z",0,"R",682188,"R",162946,"R",543615,"R",222362,"R",1429071,"R",716100,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10800,"R",0,"R",3894355,"R",1923058,"R",415828,"R",10800,"R",143798,"R",0,"R",1400871, 1,"R",36237065,"R",32733191,"R",-3503874,"R",142050,"R",-2712602,"R",-933322,"R",0,"R",-773023,"R",3121332,"R",-3608552,"R",39821230,"R",11150198,"R",0,"R",3894355
179326,"R",36724427,"R",35043552,"R",0,"R",91333460,"R",24307025,"R",10491289,"R",37330124,"R",29696311,"R",22004261,"R",7692050,"R",67026435,"R",10509730,"R",65430563,"R",19012833,"R",201946,"Z",0,"R",95155072,"R",60111520,"R",41031921,"R",42369864,"R",85119,"R",-1252824,"R",68279259,"R",0,"R",67026435,"R",3523321,"R",7559928,"Z",0,"Z",0,"R",5191265,"R",12783505,"R",29058019,"R",17974770,"R",0,"R",17974770,"R",3523321,"R",3523321,"R",0,"R",3786652,"R",3786652,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1032295,"R",1032295,"R",0,"R",9632502,"R",9632502,"R",0,"R",26347508,"R",26347508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7559928,"R",7559928,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1899813,"R",680615,"R",396391,"R",822807,"R",1899813,"R",680615,"R",396391,"R",822807,"R",0,"R",0,"R",0,"R",0,"R",1165115,"R",1165115,"R",0,"R",0,"R",-2595710,"R",-801755,"R",-1665817,"R",-128138,"R",730,"R",730,"R",5901232,"R",5901232,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",753305,"R",753305,"R",0,"R",0,"R",41031921,"R",41606678,"R",-1269426,"R",694669,"R",0,"R",1384383,"R",-1384383,"R",0,"R",41031921,"R",42991061,"R",-2653809,"R",694669,"R",17417031,"R",10209424,"R",0,"R",0,"R",0,"R",0,"R",1370041,"R",623403,"R",11419340,"R",3191114,"R",6139622,"R",2357634,"R",6022096,"R",1033280,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",1734,"R",0,"R",42369864,"R",17414855,"R",5079269,"R",3478964,"R",3210054,"R",462165,"R",12724557, 1,"R",39650697,"R",36764343,"R",-2886354,"R",921227,"R",815562,"R",-1418580,"R",-3204563,"R",706316,"R",42991061,"R",-1252824,"R",68279259,"R",37330124,"R",10491289,"R",42369864
179548,"R",46986488,"R",27474464,"R",0,"R",102364987,"R",16456230,"R",6431635,"R",20402303,"R",65506454,"R",30245229,"R",35261225,"R",85908757,"R",2457818,"R",64426942,"R",6229836,"R",2256555,"R",11000,"R",75382151,"R",47907687,"R",35357937,"R",23152838,"R",-5159722,"R",7045377,"R",78863380,"R",0,"R",85908757,"R",913310,"R",1068050,"R",0,"R",0,"R",1278576,"R",3901703,"R",7161639,"R",5180279,"R",0,"R",5180279,"R",913310,"R",913310,"R",0,"R",1068050,"R",1068050,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3198919,"R",3198919,"R",0,"R",8314832,"R",8314832,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3901508,"R",1223945,"R",2677563,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17356218,"R",3652200,"R",13704018,"R",0,"R",17356218,"R",3652200,"R",13704018,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1924662,"R",60827,"R",1863835,"Z",0,"R",306599,"R",306599,"R",3389496,"R",3389496,"R",0,"R",0,"R",164622,"R",164622,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",35357937,"R",17112521,"R",18245416,"Z",0,"R",0,"R",-80000,"R",80000,"Z",0,"R",35357937,"R",17032521,"R",18325416,"R",0,"R",8154171,"R",4230596,"R",0,"R",0,"R",0,"R",0,"R",1326139,"R",57919,"R",3479663,"R",1271169,"R",4958908,"R",2324196,"R",5233957,"R",369279,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23152838,"R",8253159,"R",1704889,"R",3959734,"R",2200940,"R",572559,"R",6461557, 1,"R",61049122,"R",53919550,"R",-7129572,"R",447454,"R",-4151642,"R",-3425384,"R",0,"R",3291782,"R",26083458,"R",7045377,"R",78863380,"R",36784864,"R",6431635,"R",23152838
179812,"R",148136372,"R",167017420,"R",0,"R",395763415,"R",68179192,"R",35910833,"R",272196675,"R",55387548,"R",14052498,"R",41335050,"R",327584223,"R",25886759,"R",141400576,"R",34725600,"R",39172808,"R",0,"R",241185743,"R",74168323,"R",88840726,"R",80404547,"R",0,"R",8436179,"R",319148044,"R",0,"R",327584223,"R",0,"R",1256054,"R",0,"R",0,"R",364225,"R",3252958,"R",4873237,"R",3617183,"R",0,"R",3617183,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",364225,"R",364225,"R",0,"R",3252958,"R",3252958,"R",0,"R",91042107,"R",91042107,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1267651,"R",1267651,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14672535,"R",1166931,"R",9061855,"R",4443749,"R",14522756,"R",1017152,"R",9061855,"R",4443749,"R",149779,"R",149779,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-19547719,"R",-15133424,"R",-4414295,"Z",0,"R",491036,"R",491036,"R",641636,"R",641636,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",273480,"R",6310643,"R",-1593414,"R",-4443749,"R",88840726,"R",85786580,"R",3054146,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",88840726,"R",85786580,"R",3054146,"R",0,"R",33318951,"R",17548614,"R",1925578,"R",811022,"R",757779,"R",556885,"R",7074993,"R",4580372,"R",5406703,"R",3560720,"R",28646141,"R",9776593,"R",1871980,"R",193975,"R",1256054,"R",0,"R",0,"R",0,"R",0,"R",146368,"R",0,"R",80404547,"R",37028181,"R",10257469,"R",4575593,"R",8531450,"R",847013,"R",19164841, 1,"R",29972765,"R",29544199,"R",-428566,"R",4862298,"R",-4325545,"R",-965319,"R",0,"R",5382033,"R",85786580,"R",8436179,"R",319148044,"R",272196675,"R",35910833,"R",80404547
