UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
366368,"R",559496,"R",8187722,"R",0,"R",16096413,"R",4986686,"R",3726028,"R",9906481,"R",1203246,"R",316948,"R",886298,"R",11109727,"R",329461,"R",1317845,"R",913271,"R",74328,"R",11268132,"R",13903037,"R",5715315,"R",6571639,"R",8158024,"R",0,"R",-1586385,"R",12696112,"R",0,"R",11109727,"R",0,"R",46327,"R",0,"R",0,"R",1203246,"R",383493,"R",1633066,"R",836500,"R",0,"R",836500,"R",0,"R",0,"R",0,"R",46327,"R",46327,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",559496,"R",559496,"R",0,"R",230677,"R",230677,"R",0,"R",3845156,"R",3845156,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46327,"R",46327,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2402954,"R",2199227,"R",203727,"R",0,"R",1663217,"R",1459490,"R",203727,"R",0,"R",739737,"R",739737,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-458496,"R",-464816,"R",6320,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",248289,"R",248289,"R",0,"R",0,"R",487409,"R",778248,"R",-290839,"R",0,"R",6571639,"R",6652431,"R",-80792,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6571639,"R",6652431,"R",-80792,"R",0,"R",1481726,"R",1107536,"R",890790,"R",571630,"R",0,"R",0,"R",0,"R",0,"R",112387,"R",55985,"R",3097746,"R",1989758,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2575375,"R",0,"R",8158024,"R",3724909,"R",794318,"R",1192071,"R",594274,"R",109196,"R",1743256, 1,"R",554176,"R",559496,"R",5320,"R",0,"R",6320,"R",-1000,"R",0,"R",-1505593,"R",6652431,"R",-1586385,"R",12696112,"R",2639835,"R",3726028,"R",8158024
366535,"R",0,"R",7438,"R",0,"R",94953,"R",178136,"R",0,"R",-83183,"R",0,"R",0,"R",0,"R",-83183,"R",0,"R",0,"R",603145,"R",0,"R",0,"R",603145,"R",595707,"R",4803135,"R",3204080,"R",0,"R",1599055,"R",1077669,"R",-2759907,"R",-83183,"R",1201087,"R",218439,"R",0,"R",0,"R",0,"R",56874,"R",1476400,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4188853,"R",4188853,"R",0,"R",0,"R",1960,"R",1960,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8116,"R",8116,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",604206,"R",604206,"R",0,"R",0,"R",4803135,"R",4803135,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4803135,"R",4803135,"R",0,"R",0,"R",1068658,"R",634207,"R",0,"R",0,"R",0,"R",0,"R",383206,"R",177621,"R",135391,"R",98755,"R",549380,"R",205958,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",1067445,"R",0,"R",3204080,"R",1116541,"R",28899,"R",14915,"R",38294,"R",0,"R",2005431, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1599055,"R",4803135,"R",1599055,"R",1077669,"R",1070162,"R",0,"R",3204080
366571,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48721,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48721,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87264,"R",87264,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",87264,"R",87264,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",87264,"R",87264,"R",0,"R",0,"R",227826,"R",198116,"R",0,"R",0,"R",0,"R",0,"R",4236,"R",2184,"R",4236,"R",2184,"R",13513,"R",13513,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",249811,"R",215997,"R",32900,"R",500,"R",414,"R",0,"R",0,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
367884,"R",2923606,"R",23263364,"R",0,"R",58670764,"R",19772726,"R",17086500,"R",26944471,"R",11953567,"R",2923606,"R",9029961,"R",38898038,"R",6577608,"R",23934890,"R",6462559,"R",0,"R",0,"R",36975057,"R",13711693,"R",15076355,"R",19984104,"R",4045676,"R",-862073,"R",39760111,"R",0,"R",38898038,"R",1965970,"R",168308,"R",437377,"R",0,"R",68547,"R",0,"R",2640202,"R",671450,"R",0,"R",671450,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",477377,"R",477377,"R",0,"R",0,"R",0,"R",0,"R",100545,"R",100545,"R",0,"R",93528,"R",93528,"R",0,"R",11183979,"R",11183979,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2134277,"R",2134277,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",100545,"R",0,"R",100545,"R",0,"R",0,"R",0,"R",0,"R",0,"R",100545,"R",0,"R",100545,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-702187,"R",-657539,"R",-44648,"Z",0,"R",0,"R",0,"R",384320,"R",384320,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1975421,"R",2031318,"R",-55897,"R",0,"R",15076355,"R",15076355,"Z",0,"Z",0,"R",0,"R",425428,"R",-425428,"Z",0,"R",15076355,"R",15501783,"R",-425428,"R",0,"R",5608513,"R",3016915,"R",0,"Z",0,"R",0,"Z",0,"R",2204054,"R",724708,"R",3921697,"R",1166009,"R",8111565,"R",2018693,"R",138275,"R",28396,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",19984104,"R",6954721,"R",856123,"R",1132552,"R",1370735,"R",2267451,"R",7402522, 1,"R",2968254,"R",2923606,"R",-44648,"R",0,"R",-44648,"R",0,"R",0,"R",271767,"R",16210195,"R",-862073,"R",39760111,"R",26944471,"R",17086500,"R",19984104
368771,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1101210,"R",7604,"R",0,"R",0,"R",0,"R",0,"R",1108814,"R",1108814,"R",0,"R",1108814,"R",1108814,"R",1108814,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3559823,"R",3559823,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1108814,"R",1108814,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",284509,"R",284509,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",5,"R",0,"R",0,"R",4953151,"R",4953151,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4953151,"R",4953151,"R",0,"R",0,"R",430070,"R",430070,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1511611,"R",1297874,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"R",1748180,"R",70000,"R",3689861,"R",1797944,"R",102323,"R",0,"R",114414,"R",0,"R",1675180,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
369002,"R",7862591,"R",1855881,"R",0,"R",10679528,"R",95537,"Z",0,"R",10583991,"R",0,"R",0,"R",0,"R",10583991,"R",450000,"R",4797942,"R",1269049,"R",0,"R",0,"R",6516991,"R",4661110,"R",4847415,"R",6174437,"R",0,"R",-1327022,"R",11911013,"R",0,"R",10583991,"R",0,"R",0,"R",0,"R",0,"R",50000,"R",0,"R",50000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5320791,"R",5320791,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50000,"R",0,"R",50000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50000,"R",0,"R",50000,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",-674082,"R",-674082,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",150706,"R",150706,"R",0,"R",0,"R",4847415,"R",4797415,"R",50000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4847415,"R",4797415,"R",50000,"R",0,"R",2133031,"R",1611316,"R",0,"R",0,"R",0,"R",0,"R",581637,"R",239420,"R",431407,"R",346669,"R",3028362,"R",1031250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6174437,"R",3228655,"R",789197,"R",213756,"R",215588,"R",0,"R",1727241, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",-1377022,"R",4797415,"R",-1327022,"R",11911013,"R",10583991,"R",0,"R",6174437
369659,"R",0,"R",10767331,"R",0,"R",15729615,"R",8683253,"R",5531346,"R",7046362,"R",0,"R",0,"R",0,"R",7046362,"R",1356439,"R",12550208,"R",672459,"R",0,"R",0,"R",14579106,"R",3811775,"R",6092336,"R",5204833,"R",0,"R",887503,"R",6236630,"R",-77771,"R",7046362,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4139434,"R",4139434,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",109246,"R",109246,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",113781,"R",113781,"R",0,"R",0,"R",113781,"R",113781,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",1068294,"R",1068294,"Z",0,"Z",0,"R",283213,"R",283213,"R",34685,"R",34685,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",343683,"R",343683,"R",0,"R",0,"R",6092336,"R",6092336,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",6092336,"R",6092336,"R",0,"R",0,"R",2187124,"R",979097,"R",0,"R",0,"Z",0,"R",0,"R",705837,"R",496538,"R",833951,"R",428070,"R",1466880,"R",847235,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11041,"R",1,"R",5204833,"R",2750941,"R",450252,"R",474636,"R",365914,"R",349459,"R",813631, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",887503,"R",6092336,"R",887503,"R",6236630,"R",7046362,"R",5531346,"R",5204833
374024,"R",2393224,"R",4108193,"R",0,"R",7186495,"R",2489856,"R",2361570,"R",4651726,"R",44913,"R",0,"R",44913,"R",4696639,"R",1770000,"R",2388571,"R",425747,"R",0,"R",38100,"R",4622418,"R",514225,"R",3956211,"R",3934240,"R",0,"R",21971,"R",4674668,"R",0,"R",4696639,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28625,"R",28625,"R",28625,"R",0,"R",28625,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28625,"R",28625,"R",0,"R",0,"R",0,"R",0,"R",3375147,"R",3375147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",298979,"R",298979,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7615,"R",735,"R",6880,"R",0,"R",7615,"R",735,"R",6880,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",241688,"R",241688,"R",0,"R",0,"R",30183,"R",30183,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2599,"R",2599,"R",0,"R",0,"R",3956211,"R",3949331,"R",6880,"R",0,"R",0,"R",3395,"R",-3395,"R",0,"R",3956211,"R",3952726,"R",3485,"R",0,"R",1653495,"R",1122269,"R",0,"R",0,"R",0,"R",0,"R",539096,"R",343552,"R",477375,"R",229035,"R",1264274,"R",618967,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3934240,"R",2313823,"R",391638,"R",217335,"R",100122,"R",114933,"R",796389, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18486,"R",3952726,"R",21971,"R",4674668,"R",4651726,"R",2361570,"R",3934240
375230,"R",0,"R",492395,"R",0,"R",2538112,"R",18258,"R",0,"R",2519854,"R",0,"R",0,"R",0,"R",2519854,"R",0,"R",0,"R",949005,"R",0,"R",0,"R",949005,"R",456610,"R",2420340,"R",1853312,"R",0,"R",567028,"R",1952226,"R",600,"R",2519854,"R",1170238,"R",397457,"R",468411,"R",0,"R",65000,"R",0,"R",2101106,"R",1703649,"R",0,"R",1703649,"R",1170238,"R",1170238,"R",0,"R",0,"R",0,"R",0,"R",468411,"R",468411,"R",0,"R",0,"R",0,"R",0,"R",65000,"R",65000,"R",0,"R",0,"R",0,"R",0,"R",406851,"R",406851,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1545078,"R",1545078,"R",0,"R",0,"R",468411,"R",468411,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2420340,"R",2420340,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2420340,"R",2420340,"R",0,"R",0,"R",623202,"R",521289,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",855270,"R",70450,"R",0,"R",0,"R",374840,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1853312,"R",591739,"R",22166,"R",147249,"R",56464,"R",0,"R",1035694, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",567028,"R",2420340,"R",567028,"R",1952226,"R",1952226,"R",0,"R",1853312
375416,"R",0,"R",43028,"Z",0,"R",140239,"R",248885,"R",0,"R",-108646,"R",0,"R",0,"R",0,"R",-108646,"R",22524,"R",0,"R",1317687,"R",0,"R",0,"R",1340211,"R",1297183,"R",4385514,"R",3861353,"R",0,"R",524161,"R",-149600,"R",-483207,"R",-108646,"R",1107042,"R",127275,"R",0,"R",0,"R",0,"R",134764,"R",1369081,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3575821,"R",3575821,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",809693,"R",809693,"R",0,"R",0,"R",4385514,"R",4385514,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4385514,"R",4385514,"R",0,"R",0,"R",1657027,"R",567302,"R",0,"R",0,"R",0,"R",0,"R",598830,"R",204789,"R",203970,"R",158745,"R",434969,"R",249774,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",966557,"R",1,"R",3861353,"R",1180611,"R",56581,"R",710516,"R",39131,"R",0,"R",1874514, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",524161,"R",4385514,"R",524161,"R",-149600,"R",-108643,"R",0,"R",3861353
376385,"R",1021359,"R",6341101,"R",0,"R",10100553,"R",583743,"R",211911,"R",9332155,"R",184655,"R",184655,"R",0,"R",9516810,"R",1774212,"R",6374843,"R",3937600,"R",0,"R",135839,"R",12222494,"R",5881393,"R",3816049,"R",1884373,"R",176837,"R",2108513,"R",7408297,"R",0,"R",9516810,"R",1547113,"R",74211,"R",23590,"R",0,"R",88277,"R",0,"R",1733191,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1743871,"R",1743871,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2024635,"R",1839980,"R",184655,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",47543,"R",47543,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",3816049,"R",3631394,"R",184655,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3816049,"R",3631394,"R",184655,"R",0,"R",924575,"R",453397,"R",0,"R",0,"R",0,"R",0,"R",114456,"R",71149,"R",223458,"R",170527,"R",621884,"R",457681,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1884373,"R",1152754,"R",88893,"R",366892,"R",264632,"R",11202,"R",0, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2108513,"R",3816049,"R",2108513,"R",7408297,"R",0,"R",211911,"R",1884373
377111,"R",0,"R",602190,"R",0,"R",864618,"R",851784,"R",0,"R",12834,"R",0,"R",0,"R",0,"R",12834,"R",37942,"R",0,"R",2636618,"R",0,"R",0,"R",2674560,"R",2072370,"R",4377197,"R",3511517,"R",0,"R",865680,"R",-3430,"R",-849416,"R",12834,"R",879975,"R",307031,"R",0,"R",0,"R",0,"R",107212,"R",1294218,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3335042,"R",3335042,"Z",0,"Z",0,"R",1555,"R",1555,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",428,"R",428,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",1040172,"R",1040172,"R",0,"R",0,"R",4377197,"R",4377197,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4377197,"R",4377197,"R",0,"R",0,"R",1167885,"R",670222,"R",0,"R",0,"R",0,"R",0,"R",556793,"R",132538,"R",147606,"R",77153,"R",672152,"R",324110,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",967081,"R",0,"R",3511517,"R",1204023,"R",39605,"R",219092,"R",6142,"R",0,"R",2042655, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",865680,"R",4677197,"R",865680,"R",-3430,"R",864618,"R",0,"R",3511517
381255,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",322269,"R",399155,"R",6414,"R",0,"R",0,"Z",0,"R",727838,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1116374,"R",1116374,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",1116374,"R",1116374,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1116374,"R",1116374,"R",0,"R",0,"R",936065,"R",440560,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",177502,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"R",208837,"R",0,"R",1322404,"R",440560,"R",140758,"R",57782,"R",0,"R",0,"R",683304,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
