"UNITID","school_name","coach_comp_third_2019","support_comp_third_2019","coach_comp_2019","guarantees_2019","total_ops_2019","aid_2019","support_comp_2019","severance_2019","recruiting_2019","teamtravel_2019","equip_2019","game_expenses_2019","marketing_2019","camps_2019","spirit_2019","facilities_rentals_2019","overhead_2019","indirect_institutional_2019","medical_2019","memberships_2019","meals_2019","otherops_2019","bowl_expense_2019","prof_def_2019","bowl_coachcomp_2019"
228723,"Texas A & M University-College Station","$0","$0","$32,461,463","$4,437,530","$169,012,456","$11,349,466","$21,852,689","$1,431,583","$3,169,123","$9,850,568","$3,532,955","$4,445,080","$315,503","$4,459,781","$83,210","$25,720,649","$15,906,320","$0","$956,431","$321,576","$3,794,751","$22,632,823","$1,940,955","$43,735,546","$350,000"
228459,"Texas State University","$0","$0","$5,576,491","$609,295","$37,102,038","$5,803,218","$4,642,432","$1,040,970","$483,022","$2,812,907","$1,041,711","$1,102,396","$973,291","$0","$126,645","$4,441,025","$5,934,128","$423,560","$270,967","$117,674","$722,545","$979,761","$0","$732,303","$0"
229115,"Texas Tech University","$0","$0","$19,324,773","$1,816,401","$95,132,604","$7,279,241","$19,736,962","$1,191,761","$2,521,866","$9,235,420","$2,319,035","$4,705,878","$2,475,123","$0","$161,765","$11,430,625","$5,529,239","$0","$1,377,665","$136,463","$885,654","$5,004,733","$0","$1,492,743","$0"
206084,"University of Toledo","$0","$0","$6,611,265","$1,201,500","$35,560,555","$8,929,451","$4,289,401","$0","$603,216","$1,547,600","$1,807,539","$2,180,094","$826,750","$105,966","$77,095","$1,216,756","$575,972","$2,201,804","$447,409","$200,861","$342,148","$1,878,505","$470,223","$0","$47,000"
100663,"University of Alabama at Birmingham","$0","$0","$7,539,148","$844,107","$35,697,117","$8,030,376","$5,246,569","$0","$715,339","$2,856,028","$1,409,344","$996,210","$637,583","$0","$762,809","$919,066","$1,348,592","$251,041","$570,675","$384,414","$402,725","$2,118,124","$449,442","$797,264","$215,525"
132903,"University of Central Florida","$0","$0","$11,703,263","$1,349,920","$67,916,343","$9,549,704","$10,665,093","$235,000","$891,211","$3,914,421","$2,369,301","$3,229,587","$1,526,810","$0","$228,088","$5,563,218","$4,425,905","$0","$627,970","$184,767","$782,781","$5,741,684","$4,620,218","$1,205,544","$307,402"
110662,"University of California-Los Angeles","$0","$0","$25,745,926","$1,849,196","$127,339,042","$15,824,154","$23,059,189","$3,909,542","$1,737,627","$6,820,369","$4,338,329","$10,273,866","$1,300,858","$2,800,403","$38,621","$3,914,555","$9,254,294","$0","$1,088,519","$115,929","$6,058,928","$9,208,737","$0","($18,926,075)","$0"
182281,"University of Nevada-Las Vegas","$0","$0","$7,508,118","$706,461","$50,445,250","$9,029,910","$6,800,707","$463,685","$1,117,558","$2,580,075","$2,594,449","$1,411,474","$1,789,980","$0","$379,526","$2,950,383","$4,696,797","$3,225,873","$942,765","$569,052","$435,201","$3,243,236","$0","$339,025","$0"
230764,"University of Utah","$0","$0","$19,632,274","$1,667,039","$96,000,514","$12,344,714","$15,926,209","$1,272,824","$1,981,083","$6,494,177","$4,254,398","$2,668,694","$2,181,855","$373,109","$457,855","$6,838,119","$1,485,900","$1,949,839","$1,262,213","$159,036","$1,331,073","$11,247,651","$1,494,797","$3,526,181","$977,655"
230728,"Utah State University","$592,917","$0","$7,983,447","$878,050","$40,798,434","$6,394,037","$4,443,750","$266,941","$556,707","$3,019,188","$1,226,956","$843,871","$589,700","$0","$16,683","$6,247,087","$789,239","$2,256,525","$517,982","$526,220","$675,992","$2,191,378","$588,276","$759,626","$193,488"
228796,"The University of Texas at El Paso","$143,956","$40,036","$5,944,786","$725,904","$32,980,563","$7,683,818","$4,353,960","$7,687","$634,476","$2,921,633","$955,769","$1,218,133","$1,084,144","$61,923","$326,875","$1,460,511","$1,255,776","$1,735,396","$901,951","$358,776","$697,722","$467,331","$0","$501,091","$0"
229027,"The University of Texas at San Antonio","$0","$0","$6,411,911","$243,201","$32,278,508","$6,015,808","$4,672,756","$0","$824,897","$3,268,853","$1,232,940","$1,808,593","$730,985","$141,131","$108,363","$1,220,521","$2,017,923","$889,330","$851,617","$430,164","$343,056","$1,066,459","$0","$1,379,231","$0"
234076,"University of Virginia-Main Campus","$0","$0","$25,670,067","$2,335,000","$112,621,238","$20,322,868","$18,908,236","$833,646","$1,900,260","$7,275,969","$2,266,467","$4,721,680","$525,245","$129,902","$147,943","$4,615,418","$11,888,196","$0","$1,455,265","$2,619,903","$1,163,201","$4,583,184","$833,955","($2,402,121)","$424,833"
233921,"Virginia Polytechnic Institute and State University","$0","$0","$18,820,172","$1,413,515","$93,961,068","$14,696,196","$15,242,620","$846,364","$1,613,854","$4,766,825","$2,132,496","$5,181,583","$1,110,153","$8,812","$404,812","$5,815,882","$13,511,039","$0","$1,325,798","$119,530","$1,774,453","$3,522,251","$1,366,530","$2,811,421","$288,183"
236948,"University of Washington-Seattle Campus","$0","$0","$24,377,852","$1,631,364","$131,317,636","$14,462,437","$23,067,494","$5,858","$1,830,974","$7,362,372","$4,701,872","$9,014,575","$4,240,149","$115,041","$834,879","$15,268,767","$7,725,730","$0","$1,488,414","$273,542","$2,149,350","$9,708,674","$2,475,042","$2,475,041","$583,250"
236939,"Washington State University","$0","$0","$13,884,074","$1,724,640","$76,258,966","$11,024,162","$13,833,295","$673,588","$1,362,747","$4,124,912","$1,753,539","$2,273,069","$1,848,017","$319,796","$162,655","$9,221,913","$2,437,547","$301,170","$713,497","$2,281,898","$1,057,741","$5,213,745","$1,634,111","($4,567,627)","$412,850"
238032,"West Virginia University","$0","$0","$19,014,691","$1,282,908","$98,249,890","$11,011,020","$15,862,653","$0","$1,893,496","$7,672,338","$2,451,145","$4,518,019","$979,946","$1,056,516","$163,070","$9,922,728","$14,166,605","$0","$874,390","$193,943","$3,110,015","$2,580,426","$1,295,981","$4,431,038","$200,000"
157951,"Western Kentucky University","$40,275","$21,590","$5,661,571","$601,707","$30,770,123","$6,599,227","$4,123,836","$275,975","$605,600","$2,417,101","$573,786","$1,537,223","$1,065,843","$487,511","$118,874","$2,894,805","$0","$901,293","$721,584","$371,515","$390,468","$1,360,339","$0","$0","$0"
172699,"Western Michigan University","$0","$0","$7,115,951","$881,510","$38,997,076","$8,419,172","$5,180,500","$0","$588,408","$2,306,101","$1,040,712","$1,715,692","$979,517","$399,786","$165,096","$4,418,951","$1,629,458","$1,777,877","$628,597","$362,042","$794,214","$20,814","$494,847","($504,472)","$77,831"
240444,"University of Wisconsin-Madison","$0","$0","$22,456,689","$3,854,600","$154,621,828","$16,649,822","$34,291,152","$384,907","$1,468,846","$8,919,930","$3,200,718","$5,361,223","$3,295,540","$1,290,708","$198,416","$11,653,743","$22,453,633","$3,029,000","$2,967,255","$78,568","$1,571,289","$9,073,898","$2,179,072","$3,038,279","$242,819"
240727,"University of Wyoming","$235,140","$55,829","$9,355,060","$1,123,150","$48,154,020","$7,058,871","$9,422,980","$0","$908,077","$3,610,875","$1,798,640","$1,299,533","$6,277,624","$0","$91,248","$450,000","$1,474,110","$536,584","$1,247,844","$524,516","$1,379,357","$1,304,582","$0","($1,107,168)","$0"
